iata,city,state,latitude,longitude,cod_meso,meso,cod_micro,micro,saldo_data_fixa,output_data_fixa,input_data_fixa,rate_ue,output_ue,input_ue
3144607,Nepomuceno,MG,-21.235834,-45.235832,3111,Campo das Vertentes,31057,Lavras,-487,1251,764,-549,1466,917
3144656,Ninheira,MG,-15.321111,-41.753613,3102,Norte de Minas,31005,Salinas,15,67,82,10,80,90
3144672,Nova Belém,MG,-18475,-41.016666,3108,Vale do Rio Doce,31038,Mantena,-116,189,73,-68,196,128
3144706,Nova Era,MG,-19.75,-43.037498,3107,Metropolitana de Belo Horizonte,31031,Itabira,-1054,1671,617,-845,1618,773
3144805,Nova Lima,MG,-19.985556,-43.846664,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,4022,2597,6619,4196,3028,7224
3144904,Nova Módica,MG,-18.437222,-41.501389,3108,Vale do Rio Doce,31037,Governador Valadares,-83,258,175,13,191,204
3145000,Nova Ponte,MG,-19.1525,-47.674725,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,713,572,1285,412,951,1363
3145059,Nova Porteirinha,MG,-15.8025,-43.300556,3102,Norte de Minas,31004,Janaúba,628,198,826,623,256,879
3145109,Nova Resende,MG,-21.126112,-46.42028,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,135,270,405,69,409,478
3145208,Nova Serrana,MG,-19.876112,-44.983612,3109,Oeste de Minas,31043,Divinópolis,7377,3270,10647,8375,3459,11834
3136603,Nova União,MG,-19.689999,-43.57972,3107,Metropolitana de Belo Horizonte,31031,Itabira,-505,1099,594,-638,1361,723
3145307,Novo Cruzeiro,MG,-17.468056,-41.875275,3103,Jequitinhonha,31012,Araçuaí,-4,403,399,-56,557,501
3145356,Novo Oriente de Minas,MG,-17.415277,-41.215279,3104,Vale do Mucuri,31015,Teófilo Otoni,101,109,210,159,84,243
3145372,Novorizonte,MG,-16.017221,-42.40778,3102,Norte de Minas,31005,Salinas,-216,295,79,-192,275,83
3145406,Olaria,MG,-21.860834,-43.937222,3112,Zona da Mata,31065,Juiz de Fora,19,280,299,-18,409,391
3145455,Olhos-d'Água,MG,-17.396944,-43.573334,3102,Norte de Minas,31009,Bocaiúva,39,91,130,58,103,161
3145505,Olímpio Noronha,MG,-22.06778,-45.263889,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-330,1776,1446,-649,2422,1773
3145604,Oliveira,MG,-20.696388,-44.827221,3109,Oeste de Minas,31046,Oliveira,5,118,123,-31,163,132
3145703,Oliveira Fortes,MG,-21.33889,-43.45639,3112,Zona da Mata,31065,Juiz de Fora,69,296,365,107,359,466
3145802,Onça de Pitangui,MG,-19.730278,-44.80722,3107,Metropolitana de Belo Horizonte,31029,Pará de Minas,47,250,297,84,253,337
3145851,Oratórios,MG,-20.430555,-42.805553,3112,Zona da Mata,31060,Ponte Nova,229,278,507,387,194,581
3145877,Orizânia,MG,-20.50639,-42.209999,3112,Zona da Mata,31063,Muriaé,1625,1366,2991,1688,1460,3148
3145901,Ouro Branco,MG,-20.520834,-43.691944,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-99,868,769,47,1025,1072
3146008,Ouro Fino,MG,-22.283054,-46.368889,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-532,3676,3144,-521,4115,3594
3146107,Ouro Preto,MG,-20.2875,-43.508057,3107,Metropolitana de Belo Horizonte,31033,Ouro Preto,-562,655,93,-582,717,135
3146206,Ouro Verde de Minas,MG,-18.070557,-41.269722,3104,Vale do Mucuri,31015,Teófilo Otoni,-20,178,158,-20,200,180
3146255,Padre Carvalho,MG,-16.364445,-42.515278,3102,Norte de Minas,31008,Grão Mogol,-868,1594,726,-1034,1883,849
3146305,Padre Paraíso,MG,-17.074167,-41.484444,3103,Jequitinhonha,31012,Araçuaí,-132,483,351,-168,548,380
3146552,Pai Pedro,MG,-15.516666,-43.065277,3102,Norte de Minas,31004,Janaúba,-189,598,409,-266,734,468
3146404,Paineiras,MG,-18.908333,-45.531666,3106,Central Mineira,31024,Três Marias,-126,231,105,-106,253,147
3146503,Pains,MG,-20.370556,-45.661392,3109,Oeste de Minas,31044,Formiga,-41,122,81,-37,121,84
3146602,Paiva,MG,-21.289165,-43.415836,3112,Zona da Mata,31065,Juiz de Fora,-261,347,86,-268,375,107
3146701,Palma,MG,-21375,-42.314167,3112,Zona da Mata,31066,Cataguases,-143,313,170,-219,399,180
3146750,Palmópolis,MG,-16.735001,-40.420002,3103,Jequitinhonha,31014,Almenara,-366,954,588,-394,1062,668
3146909,Papagaios,MG,-19.449165,-44.74778,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,21,2611,2632,196,2867,3063
3147105,Pará de Minas,MG,-19.860279,-44.608334,3107,Metropolitana de Belo Horizonte,31029,Pará de Minas,1377,2584,3961,1915,3432,5347
3147006,Paracatu,MG,-17.222223,-46.874722,3101,Noroeste de Minas,31002,Paracatu,-41,503,462,-99,616,517
3147204,Paraguaçu,MG,-21.547222,-45.737499,3110,Sul/Sudoeste de Minas,31049,Alfenas,-2,630,628,-92,765,673
3147303,Paraisópolis,MG,-22.554167,-45.779999,3110,Sul/Sudoeste de Minas,31056,Itajubá,420,1371,1791,489,1444,1933
3147402,Paraopeba,MG,-19.274445,-44.404167,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,56,65,121,25,105,130
3147600,Passa Quatro,MG,-22.390278,-44.966667,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-160,377,217,-98,358,260
3147709,Passa Tempo,MG,-20.650555,-44.495556,3109,Oeste de Minas,31046,Oliveira,26,492,518,-58,627,569
3147808,Passa-Vinte,MG,-22.209446,-44.234444,3110,Sul/Sudoeste de Minas,31055,Andrelândia,3,47,50,2,47,49
3147501,Passabém,MG,-19.353334,-43.136391,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-467,2870,2403,-78,3158,3080
3147907,Passos,MG,-20.718889,-46.609722,3110,Sul/Sudoeste de Minas,31047,Passos,-15,198,183,-1,199,198
3147956,Patis,MG,-16.076389,-44.081944,3102,Norte de Minas,31007,Montes Claros,824,6201,7025,345,7686,8031
3148004,Patos de Minas,MG,-18.57889,-46.518055,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,-1218,4182,2964,-887,4505,3618
3148103,Patrocínio,MG,-18.943888,-46.9925,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,143,110,253,177,137,314
3148202,Patrocínio do Muriaé,MG,-21.1525,-42.214722,3112,Zona da Mata,31063,Muriaé,-412,715,303,-555,941,386
3148301,Paula Cândido,MG,-20.874166,-42.980278,3112,Zona da Mata,31062,Viçosa,-47,227,180,-109,303,194
3148400,Paulistas,MG,-18.4275,-42.868332,3108,Vale do Rio Doce,31035,Guanhães,9,520,529,35,635,670
3148509,Pavão,MG,-17.427776,-40.99889,3104,Vale do Mucuri,31015,Teófilo Otoni,-743,1294,551,-1162,1807,645
3148608,Peçanha,MG,-18.548611,-42.556942,3108,Vale do Rio Doce,31036,Peçanha,-1656,2020,364,-2044,2655,611
3148707,Pedra Azul,MG,-16.005278,-41.297222,3103,Jequitinhonha,31013,Pedra Azul,-192,284,92,-189,329,140
3148756,Pedra Bonita,MG,-20.520555,-42.329998,3112,Zona da Mata,31061,Manhuaçu,-361,482,121,-333,510,177
3148806,Pedra do Anta,MG,-20.597223,-42.713612,3112,Zona da Mata,31062,Viçosa,42,225,267,-13,298,285
3148905,Pedra do Indaiá,MG,-20.258333,-45.208889,3109,Oeste de Minas,31044,Formiga,-107,226,119,-50,187,137
3149002,Pedra Dourada,MG,-20.830278,-42.154167,3112,Zona da Mata,31063,Muriaé,-463,803,340,-677,1048,371
3149101,Pedralva,MG,-22.242779,-45.465836,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-39,340,301,30,327,357
3149150,Pedras de Maria da Cruz,MG,-15.606668,-44.391392,3102,Norte de Minas,31003,Januária,18,274,292,-1,307,306
3149200,Pedrinópolis,MG,-19.227777,-47.462223,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,523,2385,2908,788,2589,3377
3149309,Pedro Leopoldo,MG,-19.618055,-44.043056,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,-47,147,100,-100,207,107
3149408,Pedro Teixeira,MG,-21.70639,-43.745556,3112,Zona da Mata,31065,Juiz de Fora,100,102,202,63,144,207
3149507,Pequeri,MG,-21.834167,-43.120552,3112,Zona da Mata,31065,Juiz de Fora,74,303,377,116,310,426
3149606,Pequi,MG,-19.632778,-44.65889,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,1026,209,1235,968,291,1259
3149705,Perdigão,MG,-19.952778,-45.084164,3109,Oeste de Minas,31043,Divinópolis,520,805,1325,544,969,1513
3149804,Perdizes,MG,-19.352777,-47.292778,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-73,863,790,109,891,1000
3149903,Perdões,MG,-21.090834,-45.091389,3109,Oeste de Minas,31045,Campo Belo,-163,531,368,-61,502,441
3149952,Periquito,MG,-19.157499,-42.233612,3108,Vale do Rio Doce,31039,Ipatinga,-20,240,220,-157,399,242
3150000,Pescador,MG,-18.356945,-41.598053,3108,Vale do Rio Doce,31037,Governador Valadares,98,89,187,14,178,192
3150109,Piau,MG,-21.509445,-43.322777,3112,Zona da Mata,31065,Juiz de Fora,543,259,802,691,297,988
3150158,Piedade de Caratinga,MG,-19.759445,-42.075832,3108,Vale do Rio Doce,31040,Caratinga,17,181,198,-44,251,207
3150208,Piedade de Ponte Nova,MG,-20.245277,-42.734165,3112,Zona da Mata,31060,Ponte Nova,-136,253,117,-124,292,168
3150307,Piedade do Rio Grande,MG,-21.468611,-44.196114,3111,Campo das Vertentes,31058,São João Del Rei,44,291,335,-25,391,366
3150406,Piedade dos Gerais,MG,-20.471111,-44.227222,3107,Metropolitana de Belo Horizonte,31032,Itaguara,99,311,410,75,381,456
3150505,Pimenta,MG,-20.483889,-45.798889,3109,Oeste de Minas,31044,Formiga,15,308,323,200,307,507
3150539,Pingo-d'Água,MG,-19.727501,-42.408058,3108,Vale do Rio Doce,31040,Caratinga,-81,191,110,-91,262,171
3150570,Pintópolis,MG,-16.058887,-45.155556,3102,Norte de Minas,31003,Januária,-169,351,182,-217,429,212
3150604,Piracema,MG,-20.507778,-44.482502,3109,Oeste de Minas,31046,Oliveira,165,180,345,289,241,530
3150703,Pirajuba,MG,-19.906944,-48.700558,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-622,1020,398,-814,1256,442
3150802,Piranga,MG,-20.684721,-43.300278,3112,Zona da Mata,31062,Viçosa,95,137,232,107,158,265
3150901,Piranguçu,MG,-22.527777,-45.495277,3110,Sul/Sudoeste de Minas,31056,Itajubá,197,399,596,248,418,666
3151008,Piranguinho,MG,-22.401112,-45.531666,3110,Sul/Sudoeste de Minas,31056,Itajubá,7,243,250,93,249,342
3151107,Pirapetinga,MG,-21.656389,-42.345554,3112,Zona da Mata,31066,Cataguases,-1379,4270,2891,-1835,5352,3517
3151206,Pirapora,MG,-17.345001,-44.941944,3102,Norte de Minas,31006,Pirapora,-167,567,400,-66,471,405
3151305,Piraúba,MG,-21.276388,-43.02639,3112,Zona da Mata,31064,Ubá,-357,1213,856,-251,1477,1226
3151404,Pitangui,MG,-19.682777,-44.890278,3107,Metropolitana de Belo Horizonte,31029,Pará de Minas,-453,1729,1276,-121,1940,1819
3151503,Piumhi,MG,-20.465279,-45.958057,3109,Oeste de Minas,31042,Piuí,199,333,532,258,348,606
3151602,Planura,MG,-20.137777,-48.701946,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-61,445,384,-6,484,478
3151701,Poço Fundo,MG,-21.780832,-45965,3110,Sul/Sudoeste de Minas,31049,Alfenas,1268,3296,4564,2045,3629,5674
3151800,Poços de Caldas,MG,-21.787777,-46.56139,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-101,552,451,-237,731,494
3151909,Pocrane,MG,-19.619722,-41.636948,3108,Vale do Rio Doce,31041,Aimorés,-239,1182,943,17,1331,1348
3152006,Pompéu,MG,-19.224445,-44.93528,3106,Central Mineira,31024,Três Marias,-1739,4311,2572,-2244,5124,2880
3152105,Ponte Nova,MG,-20.416388,-42.908611,3112,Zona da Mata,31060,Ponte Nova,-19,248,229,36,264,300
3152131,Ponto Chique,MG,-16.630556,-45.065556,3102,Norte de Minas,31007,Montes Claros,264,231,495,257,261,518
3152170,Ponto dos Volantes,MG,-16.752777,-41.504166,3103,Jequitinhonha,31012,Araçuaí,-1207,2017,810,-1769,2685,916
3152204,Porteirinha,MG,-15.743334,-43.028332,3102,Norte de Minas,31004,Janaúba,28,395,423,-132,584,452
3152303,Porto Firme,MG,-20.673332,-43.084442,3112,Zona da Mata,31062,Viçosa,-230,949,719,-262,1152,890
3152402,Poté,MG,-17.806665,-41.786388,3104,Vale do Mucuri,31015,Teófilo Otoni,3490,3717,7207,3750,4427,8177
3152501,Pouso Alegre,MG,-22.230001,-45.93639,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-197,423,226,-125,415,290
3152600,Pouso Alto,MG,-22.193611,-44.9725,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-33,303,270,-69,369,300
3152709,Prados,MG,-21.057499,-44.07972,3111,Campo das Vertentes,31058,São João Del Rei,-86,1423,1337,-238,1640,1402
3152808,Prata,MG,-19.307222,-48.924168,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,-224,485,261,-277,560,283
3152907,Pratápolis,MG,-20.744722,-46.860832,3110,Sul/Sudoeste de Minas,31047,Passos,-89,209,120,-122,245,123
3153004,Pratinha,MG,-19.751112,-46.378056,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-254,439,185,-239,452,213
3153103,Presidente Bernardes,MG,-20.76861,-43.1875,3112,Zona da Mata,31062,Viçosa,-262,390,128,-268,468,200
3153202,Presidente Juscelino,MG,-18.637222,-44.058334,3106,Central Mineira,31025,Curvelo,-17,82,65,-1,93,92
3153301,Presidente Kubitschek,MG,-18.614445,-43.562222,3103,Jequitinhonha,31010,Diamantina,-113,1071,958,-98,1190,1092
3153400,Presidente Olegário,MG,-18.417778,-46.418056,3101,Noroeste de Minas,31002,Paracatu,12,554,566,-18,730,712
3153608,Prudente de Morais,MG,-19.481945,-44.155003,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,584,281,865,573,373,946
3153707,Quartel Geral,MG,-19.273611,-45.55722,3106,Central Mineira,31026,Bom Despacho,-248,388,140,-86,425,339
3153806,Queluzito,MG,-20.74,-43.884445,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,93,72,165,69,119,188
3153905,Raposos,MG,-19.967222,-43.804165,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,-180,483,303,-118,593,475
3154002,Raul Soares,MG,-20.101944,-42.452499,3112,Zona da Mata,31060,Ponte Nova,-1075,1969,894,-1229,2404,1175
3154101,Recreio,MG,-21525,-42.469166,3112,Zona da Mata,31066,Cataguases,9,191,200,52,260,312
3154150,Reduto,MG,-20.218889,-41.982502,3112,Zona da Mata,31061,Manhuaçu,226,443,669,344,469,813
3154200,Resende Costa,MG,-20.922222,-44.237499,3111,Campo das Vertentes,31058,São João Del Rei,249,336,585,170,504,674
3154309,Resplendor,MG,-19.325556,-41.25528,3108,Vale do Rio Doce,31041,Aimorés,-128,770,642,-246,1035,789
3154408,Ressaquinha,MG,-21.0625,-43.762779,3111,Campo das Vertentes,31059,Barbacena,-75,308,233,-34,317,283
3154457,Riachinho,MG,-16.230001,-45.991669,3102,Norte de Minas,31006,Pirapora,-231,544,313,-139,515,376
3154507,Riacho dos Machados,MG,-16.006111,-43.049442,3102,Norte de Minas,31004,Janaúba,-489,710,221,-504,751,247
3154606,Ribeirão das Neves,MG,-19.766945,-44.086666,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,27689,7372,35061,31695,7474,39169
3154705,Ribeirão Vermelho,MG,-21.190556,-45.061943,3111,Campo das Vertentes,31057,Lavras,110,119,229,132,142,274
3154804,Rio Acima,MG,-20.087502,-43.789444,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,664,110,774,479,278,757
3154903,Rio Casca,MG,-20.226112,-42.650833,3112,Zona da Mata,31060,Ponte Nova,-693,1191,498,-1219,1823,604
3155108,Rio do Prado,MG,-16.608334,-40.569721,3103,Jequitinhonha,31014,Almenara,-126,301,175,-127,315,188
3155009,Rio Doce,MG,-20.244722,-42.895836,3112,Zona da Mata,31060,Ponte Nova,-27,282,255,-87,356,269
3155207,Rio Espera,MG,-20.855278,-43.474445,3112,Zona da Mata,31062,Viçosa,-346,501,155,-408,572,164
3155306,Rio Manso,MG,-20.265278,-44.307777,3107,Metropolitana de Belo Horizonte,31032,Itaguara,257,283,540,182,387,569
3155405,Rio Novo,MG,-21.4575,-43.125275,3112,Zona da Mata,31065,Juiz de Fora,-259,566,307,-371,742,371
3155504,Rio Paranaíba,MG,-19.193611,-46.247223,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,619,585,1204,637,695,1332
3155603,Rio Pardo de Minas,MG,-15.609722,-42.539722,3102,Norte de Minas,31005,Salinas,-564,953,389,-572,1109,537
3155702,Rio Piracicaba,MG,-19.929167,-43.174168,3107,Metropolitana de Belo Horizonte,31031,Itabira,-183,1110,927,-476,1471,995
3155801,Rio Pomba,MG,-21.274721,-43.179169,3112,Zona da Mata,31064,Ubá,148,846,994,96,984,1080
3155900,Rio Preto,MG,-22.089167,-43.827778,3112,Zona da Mata,31065,Juiz de Fora,-173,230,57,-115,207,92
3156007,Rio Vermelho,MG,-18.293612,-43.009167,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-477,622,145,-713,873,160
3156106,Ritápolis,MG,-21.021944,-44.318054,3111,Campo das Vertentes,31058,São João Del Rei,-106,331,225,-150,385,235
3156205,Rochedo de Minas,MG,-21.629723,-43.019722,3112,Zona da Mata,31065,Juiz de Fora,30,93,123,41,99,140
3156304,Rodeiro,MG,-21.200001,-42.864998,3112,Zona da Mata,31064,Ubá,594,282,876,599,290,889
3156403,Romaria,MG,-18.8825,-47.585556,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,172,246,418,210,235,445
3156452,Rosário da Limeira,MG,-20.978889,-42.511944,3112,Zona da Mata,31063,Muriaé,204,207,411,194,192,386
3156502,Rubelita,MG,-16.407499,-42.262501,3102,Norte de Minas,31005,Salinas,-551,698,147,-591,791,200
3156601,Rubim,MG,-16.374722,-40.537498,3103,Jequitinhonha,31014,Almenara,-579,980,401,-779,1261,482
3156700,Sabará,MG,-19.886389,-43.806667,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,5785,3822,9607,6389,4348,10737
3156809,Sabinópolis,MG,-18.666111,-43.083889,3108,Vale do Rio Doce,31035,Guanhães,-724,1186,462,-804,1343,539
3156908,Sacramento,MG,-19.865278,-47.440002,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-117,1134,1017,-553,1510,957
3157005,Salinas,MG,-16.170277,-42.290276,3102,Norte de Minas,31005,Salinas,-415,2150,1735,-424,2608,2184
3157104,Salto da Divisa,MG,-16.002777,-39.946945,3103,Jequitinhonha,31014,Almenara,-233,474,241,-209,488,279
3157203,Santa Bárbara,MG,-19.959446,-43.415279,3107,Metropolitana de Belo Horizonte,31031,Itabira,-473,1712,1239,-743,2174,1431
3157252,Santa Bárbara do Leste,MG,-19.977777,-42.139725,3108,Vale do Rio Doce,31040,Caratinga,-68,683,615,-32,780,748
3157278,Santa Bárbara do Monte Verde,MG,-21.959167,-43.702225,3112,Zona da Mata,31065,Juiz de Fora,3,173,176,-94,284,190
3157302,Santa Bárbara do Tugúrio,MG,-21.246111,-43.559444,3111,Campo das Vertentes,31059,Barbacena,-38,154,116,-20,150,130
3157336,Santa Cruz de Minas,MG,-21.119722,-44.223335,3111,Campo das Vertentes,31058,São João Del Rei,600,141,741,649,131,780
3157377,Santa Cruz de Salinas,MG,-16.098333,-41.746387,3102,Norte de Minas,31005,Salinas,-117,193,76,-69,162,93
3157401,Santa Cruz do Escalvado,MG,-20.236111,-42.813889,3112,Zona da Mata,31060,Ponte Nova,-89,246,157,-133,372,239
3157500,Santa Efigênia de Minas,MG,-18.827223,-42.448334,3108,Vale do Rio Doce,31035,Guanhães,-234,370,136,-303,464,161
3157609,Santa Fé de Minas,MG,-16.689999,-45.413891,3102,Norte de Minas,31006,Pirapora,44,215,259,39,266,305
3157658,Santa Helena de Minas,MG,-16.983055,-40.685558,3104,Vale do Mucuri,31016,Nanuque,-319,454,135,-419,563,144
3157708,Santa Juliana,MG,-19.308611,-47.525276,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,95,551,646,-164,849,685
3157807,Santa Luzia,MG,-19.769722,-43.851387,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,6351,7388,13739,7631,7359,14990
3157906,Santa Margarida,MG,-20.383888,-42.250557,3112,Zona da Mata,31061,Manhuaçu,-115,629,514,-277,838,561
3158003,Santa Maria de Itabira,MG,-19.449444,-43.112499,3107,Metropolitana de Belo Horizonte,31031,Itabira,-360,763,403,-316,743,427
3158102,Santa Maria do Salto,MG,-16.24889,-40.149445,3103,Jequitinhonha,31014,Almenara,-220,398,178,-204,433,229
3158201,Santa Maria do Suaçuí,MG,-18.190277,-42.414169,3108,Vale do Rio Doce,31036,Peçanha,-1169,1806,637,-1242,2064,822
3159209,Santa Rita de Caldas,MG,-22.02861,-46.336666,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-143,664,521,38,620,658
3159407,Santa Rita de Ibitipoca,MG,-21.562777,-43.914722,3112,Zona da Mata,31065,Juiz de Fora,-3,192,189,-22,219,197
3159308,Santa Rita de Jacutinga,MG,-22.149445,-44.094997,3112,Zona da Mata,31065,Juiz de Fora,-338,725,387,-548,958,410
3159357,Santa Rita de Minas,MG,-19.874445,-42.131943,3108,Vale do Rio Doce,31040,Caratinga,-55,104,49,-95,127,32
3159506,Santa Rita do Itueto,MG,-19.359722,-41.379997,3108,Vale do Rio Doce,31041,Aimorés,7,114,121,20,136,156
3159605,Santa Rita do Sapucaí,MG,-22.252222,-45.703335,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-3,147,144,2,178,180
3159704,Santa Rosa da Serra,MG,-19.529722,-45.966389,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,60,404,464,52,505,557
